cleaned_tweet_text,hashtags,emails
rt    coachella wish  lets find sugar daddys pay us _,['#coachella2015'],[]
anything worth homies sure coachella,['#Coachella2015'],[]
 amazing days april see again  coachella coachellalineup coachella,"['#Coachella2015', '#coachellalineup', '#Coachella']",[]
tomorrow coachella tickets come out yall know worth line suggest top release,['#Coachella2015'],[]
tomorrow noon life change better worse coachella,['#Coachella2015'],[]
 sasquatch year or dare say coachella best music festival one go you,"['#Sasquatch', '#Coachella2015']",[]
like gonna _ coachella,['#Coachella2015'],[]
going make coachella even solo,['#Coachella2015'],[]
might one noticed dubfire loco dice new world punx coachella lineup,['#Coachella2015'],[]
cant wait coachella,['#Coachella2015'],[]
coachella lineup sick going coachellaonfleek,"['#Coachella2015', '#going', '#coachellaonfleek']",[]
bring coachella know reaaaal,['#Coachella2015'],[]
alesso weeknd coachella good time __ coachella,['#Coachella2015'],[]
really wanna go coachella,['#Coachella2015'],[]
coachella sounds amazing someone take me,['#Coachella2015'],[]
rt  crazy excited coachella lineup announced bottlerock today too also really strong festival_,"['#Coachella2015', '#BottleRock']",[]
damn florence machine _coachella,['#Coachella2015'],[]
definitely need coachella,['#Coachella2015'],[]
rt   lineup here coachella __ someone please buy ticket,['#Coachella2015'],[]
everyone seen dope coachella line year dank toolive coachella lde danksensei,"['#dank', '#toolive', '#coachella2015', '#lde', '#danksensei']",[]
wants go me coachella,['#Coachella2015'],[]
mileys getting ready coachella bleach blonde ___,['#Coachella2015'],[]
ahhh coachella lineup looks amazing,['#Coachella2015'],[]
rt  dream coachella lineup coachella drake drizzy champagnepapi,"['#coachella', '#coachella2015', '#drake', '#drizzy', '#champagnepapi']",[]
heeey grrrli know ur ready  getting ur tix  coachella amp enjoying furiousat _______________,"['#Coachella2015', '#furiousat9']",[]
rt  holy shiiiiit ___ coachella,['#Coachella2015'],[]
coachella calling name coachella damn djs year last year,"['#Coachella2015', '#Coachella']",[]
 many faves coachella lineup __ thoughts uhhhh out,['#Coachella2015'],[]
cant wait coachella,['#Coachella2015'],[]
 lineup here coachella __ someone please buy ticket,['#Coachella2015'],[]
someone get coachella tickets vr military _,['#Coachella2015'],[]
rt  best thing coachella florenceandthemachine __,"['#Coachella2015', '#FlorenceAndTheMachine']",[]
drake coachella cool typical venue think would do feel,['#Coachella2015'],[]
thinking bout road trippin cali coachella  shit would fuckin fun,['#Coachella2015'],[]
_ bleach  idk boutchuuuuu dizzzzzzzz qttttttttt weady fo coachella mileycyrus,['#coachella2015'],[]
wish could go___ coachella,['#Coachella2015'],[]
it  sexy fringe flirty bikini coachella  piece   coachella cool,"['#Coachella2015', '#Cool']",[]
rt  coachella come,['#Coachella2015'],[]
going coachella festival listening music lazing desert free everyone coachella,"['#Coachella', '#Coachella2015']",[]
rt  cant wait coachella first time going im going lose mind _____ coachella,['#Coachella2015'],[]
makes lineup look x better coachella,['#Coachella2015'],[]
still waiting coachella announce surprise special guest huey lewis amp news,['#Coachella2015'],[]
coachella ___ whattup california april,"['#Coachella2015', '#april']",[]
ppl say coachella lineup isnt sick,['#Coachella2015'],[]
coachella  lineup want go _ coachella,['#Coachella2015'],[]
take coachella know real _,['#Coachella2015'],[]
rt  huge fan rock ac_dc would wild fuck live coachella,['#Coachella2015'],[]
coachella there,['#Coachella2015'],[]
steely dan coachella __ well gotta go now,['#Coachella2015'],[]
coachella lineup amazing cant wait there coachella,['#Coachella2015'],[]
and make coachella lineup,['#Coachella2015'],[]
huge fan rock ac_dc would wild fuck live coachella,['#Coachella2015'],[]
going coachella want go now,['#Coachella2015'],[]
  lineup here coachella please yes,['#Coachella2015'],[]
rt  like super excited coachella amp two fav people time ,['#Coachella2015'],[]
ryan adams david guetta playing coachella sunday coachella rockon,"['#Coachella2015', '#rockon']",[]
coachella line decent,['#Coachella2015'],[]
listen first principle rod savoyivok np soundcloud ces coachella coachella firstprinciple,"['#np', '#SoundCloud', '#CES2015', '#Coachella2015', '#Coachella', '#firstprinciple']",[]
coachella looks pretty awesome,['#Coachella2015'],[]
gonna see coachella fuck yea __________,['#Coachella2015'],[]
like super excited coachella amp two fav people time ,['#Coachella2015'],[]
somebody anybody pay ticket coachella _ coachella helpme california,"['#Coachella2015', '#helpme', '#California']",[]
announces full lineup  edition epic coachella coachella,"['#coachella', '#coachella2015']",[]
rt  wk coachella  the line up via coachella coachella festival music,"['#coachella', '#coachella2015', '#festival', '#music']",[]
best thing coachella florenceandthemachine __,"['#Coachella2015', '#FlorenceAndTheMachine']",[]
ahhhhh see coachellalineup miss see pretty lady  coachella rigcity,"['#coachellalineup', '#Coachella2015', '#RIGCITY']",[]
aint ready coachella festival indio,"['#Coachella2015', '#Festival', '#Indio']",[]
miley cyrus _ bleach  idk boutchuuuuu dizzzzzzzz qttttttttt weady focoachella,['#coachella2015'],[]
_ bleach  idk boutchuuuuu dizzzzzzzz qttttttttt weady fo coachella mileycyrus,['#coachella2015'],[]
 coming too ryan adams made line up coachella calibound lets go,"['#Coachella2015', '#Calibound']",[]
lineup announced today got excited coachella danceinthedesert takemeback,"['#Coachella2015', '#DanceInTheDesert', '#takemeback']",[]
fuck you going coachella,['#Coachella2015'],[]
actually really happy coachella lineup sad theres az coachella,['#Coachella2015'],[]
january  already spentabout spend way much music festivals crssd coachella,"['#CRSSD', '#Coachella2015']",[]
coachella amazing lineup cant fucking go kill me ___,['#Coachella2015'],[]
rt broke coachella coachella going forever,['#Coachella2015'],[]
annual wishicouldgotochella officially begins coachella,['#Coachella2015'],[]
remember used small type congrats coachella,['#Coachella2015'],[]
would love go coachella __,['#Coachella2015'],[]
many music festivals little money coachella carolinarebellion sxsw,"['#coachella2015', '#carolinarebellion', '#sxsw']",[]
wish could go coachella poor ass cant,['#Coachella2015'],[]
see coachella lineupdjneon,"['#Coachella2015', '#lineup', '#DJNEON']",[]
coachella bust nigga ___,['#Coachella2015'],[]
coachella budget diet till april coachella,['#Coachella2015'],[]
would worth going coachella for,['#Coachella2015'],[]
coachella coming soon terribly wavy fckthatft lexxy krook prod lord rolex,['#Coachella2015'],[]
really want go sold ___ coachella coachella,"['#Coachella', '#Coachella2015']",[]
going coachella also wha_,['#Coachella2015'],[]
line coachella fantastic year anyone wanna buy ticket dyingtogo coachella,"['#dyingtogo', '#Coachella2015']",[]
would appalling things coachella lineup,"['#Coachella2015', '#lineup']",[]
awesome reason listening ac_dc gym pumps much more coachella,['#Coachella2015'],[]
coachy coachy coachy coachy coachy ____ coachella,['#Coachella2015'],[]
cannot wait see everyone rocking hipster meets comfort swag coachella,"['#Swag', '#Coachella2015']",[]
acdc blow away alltime temperature record coachella  predicted temp  degrees farenheit stage firethecannons,"['#ACDC', '#Coachella2015', '#FireTheCannons']",[]
cant express bad want go coachella coachella coachella,"['#Coachella2015', '#Coachella']",[]
 see coachella,['#Coachella2015'],[]
coachella see ya months drake minor freak out fancyllama _,['#Coachella2015'],[]
amped acts playing coachella wish could go see ac_dc flesh,['#Coachella2015'],[]
cant wait daft punk make surprise appearance jack white coachella,['#Coachella2015'],[]
kinda love idea able see drake brand new day coachella,['#Coachella2015'],[]
acdc steely dan coachella  looks like retirement homes needs road trip acdc always fun though music,"['#Coachella2015', '#music']",[]
wants go coachella ,['#Coachella2015'],[]
someone took think would cry marry spot lifegoals coachella,"['#LifeGoals', '#Coachella2015']",[]
lol look far coachella line compared glastonbury ,['#Coachella2015'],[]
awwww shieeeeeet cant wait first time ever coachella  coachella,"['#Coachella', '#Coachella2015']",[]
see headlining coachella year umm weekend already hmmm birthdayparty,"['#Coachella2015', '#birthdayparty']",[]
could please help coachella stop also bring anyone else frank ocean,['#Coachella2015'],[]
want go coachella year someone pop cherry coachella coachella,"['#Coachella2015', '#Coachella']",[]
dead af sooo many good ppl _________________ coachella,['#Coachella2015'],[]
coachella lineup here means festival fashion season far behind,['#Coachella2015'],[]
see soon coachella favorite festival ever betterthanedc coachella indio coachella_,"['#betterthanedc', '#coachella', '#indio', '#coachella2015']",[]
forget  song heroes icing cake __ coachella counting days _,"['#Heroes', '#Coachella2015']",[]
going shoot rainbow saw coachella lineup announcedthen saw acdc included,['#Coachella2015'],[]
coachella makes wish going even more love,['#Coachella2015'],[]
dream justwow coachella,"['#justwow', '#Coachella2015']",[]
take moment praise coachella lineup ,['#Coachella2015'],[]
honestly need go coachella,['#Coachella2015'],[]
amazing moment dad says think getting tickets coachella bottlerock ___,"['#Coachella2015', '#BottleRock']",[]
someone take coachella,['#Coachella2015'],[]
case aware coachella tix go sale tomorrow  whos excited,['#Coachella2015'],[]
bring coachella  artist pass amp room ready go,"['#Coachella2015', '#artist', '#room']",[]
coachella lineup perhaps best ever,['#Coachella2015'],[]
coachella lineup __ like seriously __ cant australia soexpensive coachella,"['#SoExpensive', '#Coachella2015']",[]
see april coachella,['#Coachella2015'],[]
really looking forward seeing small ball paul maybe next year coachella coachella,"['#Coachella', '#Coachella2015']",[]
oh coachella tease me,['#Coachella2015'],[]
sad babyd poor travel coachella yall fun watching man d congrats amn,['#Coachella2015'],[]
party backyard shit there coachella,['#Coachella2015'],[]
coachella line announced whos going,['#Coachella2015'],[]
ones hating likely ones cant afford go first place __ gtfoh sorrynotsorry coachella,"['#gtfoh', '#sorrynotsorry', '#coachella2015']",[]
two words coachella lineup coachella,['#Coachella2015'],[]
whos goin me _____ coachella,['#Coachella2015'],[]
brian benzworth fills ryan hemsworth coachella,['#Coachella2015'],[]
omg coachella coachellalineup badly wish could go hozier martinsolveig drake amazing,"['#Coachella2015', '#coachellalineup', '#Hozier', '#martinsolveig', '#Drake']",[]
coachella year  well course coachella,['#Coachella2015'],[]
florence  machine cant wait see you _ voice angel coachella,['#Coachella2015'],[]
rt  yep thats me______________ coachella,['#Coachella2015'],[]
actually crying rn coachella,['#Coachella2015'],[]
yep thats me______________ coachella,['#Coachella2015'],[]
coachella tickets sale tomorrow buying mine,['#Coachella2015'],[]
excited celebrate anniversary california year ___ coachella,['#coachella2015'],[]
 coachella lineup ,['#Coachella2015'],[]
here lineup coachella,['#Coachella2015'],[]
plus d dying literally favorite artists somebody give coachella ticket pleeaaase,['#Coachella2015'],[]
coachella guess goin bitchhh,['#COACHELLA2015'],[]
rt  lineup perfect _ coachella,['#Coachella2015'],[]
seeing acdc live would kickass coachella,['#Coachella2015'],[]
edm side huge fan stoked see again also always brings it coachella,['#Coachella2015'],[]
coachella want go_______,['#Coachella2015'],[]
coachella linup announced aboutta dope gotta cop tickets coachella godwilling ineedjesus,"['#Coachella2015', '#Godwilling', '#INeedJesus']",[]
rt  cant wait year coachella,['#Coachella2015'],[]
keep staring coachella lineup thinking way real topnotch,"['#Coachella2015', '#topnotch']",[]
also ecstatic finally see great charles bradley nice see represented coachella,['#Coachella2015'],[]
great lineup cant wait coachella  coachella coachella lineup,"['#Coachella', '#Coachella2015', '#lineup']",[]
girlfriend said  said yellow mutha fuckin claw looks like going coachella single __,['#Coachella2015'],[]
rt  coachella lineup here got acdc drake headliner steely dan yes read right,['#Coachella2015'],[]
playing coachella ur birthday u cant go ______,['#Coachella2015'],[]
steely_dan coachella coolest thing ever happen yawning,"['#steely_Dan', '#Coachella2015', '#yawning']",[]
 see coachella coachella finally gotme timecapsule,"['#Coachella2015', '#GotMe', '#timecapsule']",[]
 whos responsible ___ coachella soo haha ___,['#Coachella2015'],[]
 lineup here coachella,['#Coachella2015'],[]
someone please take coachella _____,['#Coachella2015'],[]
coachellllllllllllllla omg year magical ________ coachella,['#Coachella2015'],[]
coachella lineup holyshit coachella,"['#holyshit', '#Coachella2015']",[]
wanna go coachella coachella,['#Coachella2015'],[]
rt  want go coachella party vanessa hudgens canihaveherclothes,"['#Coachella2015', '#canihaveherclothes']",[]
coachella lineup here got acdc drake headliner steely dan yes read right,['#Coachella2015'],[]
best lineup yet  cant wait coachella  lykee omggg ,['#Coachella2015'],[]
thing coachella care  thing care about care lot ____ notwinning ustourplz,"['#Coachella2015', '#notwinning', '#UStourplz']",[]
wanna go coachella,['#Coachella2015'],[]
random choices awesome ones gt coachella lineup via ,['#Coachella2015'],[]
one would love see coachella brand new quiet things one knows,['#coachella2015'],[]
guys going play coachella  gottacatchemall,"['#Coachella2015', '#GottaCatchEmAll']",[]
pretty much everyone awesome there coachella,['#coachella2015'],[]
confused coachella announcement lineups multiple days repeating split either wayim going,['#Coachella2015'],[]
rt  get out coachella lineup insane,['#Coachella2015'],[]
many good line ups coachella __,['#Coachella2015'],[]
playing beats coachella would dope,['#Coachella2015'],[]
___all want summer go music festival music summer coachella ___,"['#music', '#summer', '#Coachella2015']",[]
chellaaaaaaaa get excited every time look lineup coachella,['#Coachella2015'],[]
coachella going fun year ____ coachella,"['#Coachella', '#Coachella2015']",[]
joe goes hard_ coachella,['#Coachella2015'],[]
coachella season approaching ______________ tbt coachella coachie turntchella_,"['#tbt', '#coachella2015', '#coachie', '#turntchella']",[]
miss today coachella  rt,['#Coachella2015'],[]
concerts perfect place use aaronsteadyhand coachella,['#Coachella2015'],[]
yes excited coachella lineup need instagram photo everyones already seen spammingmyfeed,"['#Coachella2015', '#instagram', '#spammingmyfeed']",[]
countdown starts now  days till game time coachella_ countdown chella rageready _,"['#COACHELLA2015_Ù', '#countdown', '#chella', '#rageready']",[]
want go coachella party vanessa hudgens canihaveherclothes,"['#Coachella2015', '#canihaveherclothes']",[]
pouring coachella lineup exploring unheard favorite new find far,['#Coachella2015'],[]
wow checking lineup  gonna huge coachella gotenoughshadeinthedesert stretchtentsforcoachella,"['#Coachella2015', '#gotenoughshadeinthedesert', '#stretchtentsforcoachella']",[]
dead ___ repost coachella,"['#Repost', '#coachella2015']",[]
cannot wait blog vip experience going insane coachella coachella,"['#Blog', '#coachella2015', '#Coachella']",[]
holy shit coachella __,['#Coachella2015'],[]
seen coachella  queen big daddydoggs show azealiabanks love ggn coachella showtime,"['#AzealiaBanks', '#love', '#GGN', '#Coachella2015', '#showtime']",[]
doubt highlight coachella steelydan reelin years ,"['#Coachella2015', '#SteelyDan']",[]
suck basic bitches ya like it room st vincent caribou coachella,['#Coachella2015'],[]
discovering  beautiful hypnotic brain candy reminds much classic already jealous coachella,['#Coachella2015'],[]
rt  super reach know hope stromae brings kanye perform alors danse lol coachella,['#Coachella2015'],[]
  honor play coachella cant wait want go bad,['#Coachella2015'],[]
gladly pay hundreds dollars see florence machine coachella,['#Coachella2015'],[]
year really want go coachella coachella theweeknd,"['#Coachella2015', '#TheWeeknd']",[]
lineup ok best understand milky chance rd line act fitz nd coachella,['#Coachella2015'],[]
rt  soooo excited coachella __,['#Coachella2015'],[]
_  graduation trip ____ ovoxo coachella,"['#OVOXO', '#Coachella2015']",[]
coachella lineup_,['#Coachella2015'],[]
graduation trip ____ ovoxo coachella,"['#OVOXO', '#Coachella2015']",[]
 going _ coachella omg wanna go,['#Coachella2015'],[]
rt  eek __ dying excitement coachella,['#Coachella2015'],[]
pretty legit lineup year coachella,['#Coachella2015'],[]
coachella lineup pretty sick always ride holy tatas thats going incredible,['#Coachella2015'],[]
still crying coachella line crying even harder going __________,['#Coachella2015'],[]
please save polling friends attending weekend coachella text message groups need timeline,['#Coachella2015'],[]
lineup finally announced coachella gotmytickets,"['#Coachella2015', '#GotMyTickets']",[]
yall haters payment plan ya feel me __ coachella blessed paidandgoing weekendtwotu,"['#Coachella2015', '#Blessed', '#PaidAndGoing', '#WeekendTwoTU']",[]
anyone knows coachella contest enter holla coachella,"['#Coachella', '#Coachella2015']",[]
 coachella wow,['#Coachella2015'],[]
super reach know hope stromae brings kanye perform alors danse lol coachella,['#Coachella2015'],[]
rt  time start planning festival outfits _ coachella,['#Coachella2015'],[]
best choice headliner coachella really turn person want get tickets ______,['#Coachella2015'],[]
coachella stagecoach doing one bday perfect world id,"['#Coachella2015', '#stagecoach2015']",[]
words describe pumped am california come coachella,['#Coachella2015'],[]
rt  coachella lineup came today bringing coldcockwhiskey party coachella coldcock,"['#Coachella2015', '#coldcockwhiskey', '#Coachella', '#coldcock']",[]
something something coachella  cositscoolyeah coachella,"['#cositscoolyeah', '#Coachella2015']",[]
rt  proud friends landing coachella humble talentedthe grind pays off_,['#Coachella2015'],[]
rae ghost coachella,['#Coachella2015'],[]
coachella lineup righthoping leads rad festival line ups  jamiexx ryanhemsworth macdemarco fkatwigs,"['#Coachella2015', '#JamieXX', '#RyanHemsworth', '#MacDeMarco', '#FKATwigs']",[]
wanna go cali _ coachella,['#Coachella2015'],[]
david guetta drake sunday night damn coachella back coachella,['#Coachella2015'],[]
thank goodness got pass early year tomorrow going insane coachella __,['#Coachella2015'],[]
 honor play coachella cant wait _____,['#Coachella2015'],[]
hold fucking phone going coachella coachella coachella,['#Coachella2015'],[]
made hologram aaliyah coachella would fucking insane coachella,['#Coachella2015'],[]
fair warning mad hit mom steely dan set coachella,['#Coachella2015'],[]
rt  drake brand new new levels sadness never reached exciting coachella,['#Coachella2015'],[]
rt  lineup coachella looks amazing,['#Coachella2015'],[]
going _ coachella,['#Coachella2015'],[]
take ___ coachella birthdaypresent,"['#Coachella2015', '#birthdaypresent']",[]
really hope beautiful sexy plays w hotnatured coachella need live luscious vocals,"['#hotnatured', '#Coachella2015']",[]
lineup up coachella,['#Coachella2015'],[]
porter robinson george ezra sylvan esso weeknd hozier phox ryn weaver coasts vance joy florence  machine coachella ____,['#Coachella2015'],[]
coachella date __ ifonly,"['#Coachella2015', '#IfOnly']",[]
cant wait_ coachella,['#Coachella2015'],[]
coachella please go __,['#Coachella2015'],[]
um coachella  i will not miss it,['#Coachella2015'],[]
go coachella watch steely dan ac_dc half price,['#Coachella2015'],[]
guys go watch cloud nothings coachella friends anymore ever,['#Coachella2015'],[]
made coachella playlist fave songs fave artists lineup  music coachella ,"['#Coachella', '#music', '#Coachella2015']",[]
goddammit coachella,['#Coachella2015'],[]
someone take coachella work flower crown game,['#Coachella2015'],[]
go_ coachella,['#Coachella2015'],[]
rt  cannot wait kill coachella w,['#Coachella2015'],[]
rt  coachella line omfgggggg many legendary acts old new here excited for,['#COACHELLA2015'],[]
seriousness super hyped brand new band coachella would kill see live yes  forever,['#Coachella2015'],[]
wanna go coachella,['#Coachella2015'],[]
listening cherchezlaghost repeat rest day coachella,"['#cherchezlaghost', '#Coachella2015']",[]
agree last year better lineupbut florence year going worth it __ coachella,['#coachella2015'],[]
coachella top bucket list,['#Coachella2015'],[]
someone please buy coachella tickets,['#Coachella2015'],[]
might la weekend coachella see amazing line remember broke are,['#Coachella2015'],[]
mustve reaaaallly good year _ best announcement ever coachella drakeheadlines,"['#coachella2015', '#drakeheadlines']",[]
coachella baby,['#Coachella2015'],[]
wanna go coachella badly coachella,['#Coachella2015'],[]
want go coachella friends cool lol,['#Coachella2015'],[]
fuck dude want go baddddd coachella,['#Coachella2015'],[]
could us bff broke coachella,['#Coachella2015'],[]
coachella lineup keeps pleasantly surprising me noticed playing,['#Coachella2015'],[]
coachella even better second time around ______ coachella coachella,['#coachella2015'],[]
life would made go coachella __,['#Coachella2015'],[]
ever wants buy coachella ticket let know  coachella coachella coachellalineup,"['#Coachella2015', '#Coachella', '#coachellalineup']",[]
lineup coachella looks amazing,['#Coachella2015'],[]
stoked ticket already bought coachella come drakemilkychancealtjthe,"['#coachella2015', '#drake', '#milkychance', '#alt', '#the']",[]
coachella gonna last gesaffelstein live performance anyones looking april u know find me _______,"['#Coachella2015', '#Gesaffelstein']",[]
motherfucking war drugs guys must killer live like actual war drugs coachella,['#Coachella2015'],[]
everyones freaking coachella like what first tweet be,['#Coachella2015'],[]
want see coachella ,['#Coachella2015'],[]
someone take __ coachella,['#Coachella2015'],[]
coachella lineup announced picked headliners acdc tho,['#Coachella2015'],[]
thinking bout blowing money  coachella thelineuptho  decisions  _,"['#Coachella2015', '#thelineuptho']",[]
proud bae wish enough ___ come support _______ coachella,['#Coachella2015'],[]
brand new circa survive playing sunday coachella woooooooo coachella,['#Coachella2015'],[]
rt  seen rolling stones live thats left list acdc heaven _ coachella,['#Coachella2015'],[]
mista headlining coachella gonna kill bu comethru nwts,"['#Coachella2015', '#comethru', '#NWTS']",[]
time start planning festival outfits _ coachella,['#Coachella2015'],[]
rt  cant wait coachella coachella,['#Coachella2015'],[]
want go coachella ,['#Coachella2015'],[]
coachella need there need job pay tame impala interpol aaah,['#Coachella2015'],[]
wtf many beautiful people one area coachella,['#Coachella2015'],[]
pretending study reading coachella _,['#Coachella2015'],[]
music moment coachella lineup here see whos joining drake acdc,"['#Music', '#Coachella2015', '#Drake']",[]
torn going week   ____ coachella,['#Coachella2015'],[]
coachella nice,['#Coachella2015'],[]
go coachella year someone snuffs unrecognizable drugs nostrils coachella,['#Coachella2015'],[]
rt  hard decide whether follow ces coachella hastag,"['#CES2015', '#Coachella2015']",[]
stoked see much aussie talent coachella,['#Coachella2015'],[]
coachellas line dope stoked coachella,['#Coachella2015'],[]
really want see live performance acdc coachella,['#Coachella2015'],[]
rt  anyone else feeling like coachella worth quitting job go to ok me,['#Coachella2015'],[]
one day go coachella coachella,['#Coachella2015'],[]
coachella line amazing coachella,['#Coachella2015'],[]
coachella lineup fuckin sweeeeeet,['#Coachella2015'],[]
 coachella lineup _ go coachella save money ,['#Coachella2015'],[]
 see coachella chef coming desert yeahh,['#Coachella2015'],[]
must go coachella need see ughhh,['#Coachella2015'],[]
alright whos taking coachella  prettyplease,"['#Coachella2015', '#prettyplease']",[]
need book flight coachella,['#coachella2015'],[]
need book flight coachella,['#coachella2015'],[]
friday set though coachella,['#coachella2015'],[]
coachella lineup gold,['#Coachella2015'],[]
see ya coachella right hometown,['#Coachella2015'],[]
bad all _ coachella,['#coachella2015'],[]
fuck yes jack white acdc coachella oh jeez lt,['#Coachella2015'],[]
florence  machine too coachella,['#Coachella2015'],[]
anyone want sponsor student get coachella lineup though crowdfunding helpmeimpoor wowee,"['#Coachella2015', '#crowdfunding', '#helpmeimpoor', '#wowee']",[]
fingers crossed amp duet  coachella,['#Coachella2015'],[]
eek __ dying excitement coachella,['#Coachella2015'],[]
coachella lineup _,['#Coachella2015'],[]
rt  whos excited coachella coachellafest coachella music discoverpalmsprings palmsprings_,"['#Coachella', '#coachellafest', '#coachella2015', '#music', '#discoverpalmsprings', '#palmsprings']",[]
 oh my coachella lets,['#Coachella2015'],[]
now wutang clan split many pieces getting back together like getting dragon balls coachella,['#Coachella2015'],[]
needs textbooks coachella tickets bought,['#Coachella2015'],[]
line coachella _________________________,['#Coachella2015'],[]
fact coachella happening los angeles months tempting,['#Coachella2015'],[]
soooo excited coachella __,['#Coachella2015'],[]
congrats  lineup fuckin unreal coachella,['#Coachella2015'],[]
coachella sounds like bout amazing wish california,['#Coachella2015'],[]
rt  hyperventilating coachella,['#Coachella2015'],[]
waittt might wanna go coachella __,['#Coachella2015'],[]
drake come coachella,['#Coachella2015'],[]
acdc headline coachella  please let lotto numbers pop up,"['#ACDC', '#Coachella2015']",[]
yo  proud imma let finish headlining coachella,['#Coachella2015'],[]
dont coachella lineup muuuch much __,['#Coachella2015'],[]
 coachella huh ___ epic ______ see there,"['#Coachella2015', '#Epic']",[]
coachella finally lineup makes sense,['#Coachella2015'],[]
 coachella huh ___ epic ______ see there soooo jealous _ wish could there know slay _,"['#Coachella2015', '#Epic']",[]
rt  n bae celebrating one year anniversary coachella drake headlining won,['#Coachella2015'],[]
someone give  coachella,['#Coachella2015'],[]
rt    coachella lineup looks fucking awesome girl yes tryna see baby drake_ _,['#Coachella2015'],[]
seeing coachella lineup today real question is buy textbooks or tickets coachella collegegirldecisions,"['#Coachella2015', '#collegegirldecisions']",[]
dream coachella lineup coachella drake drizzy champagnepapi,"['#coachella', '#coachella2015', '#drake', '#drizzy', '#champagnepapi']",[]
  coachella lineup looks fucking awesome girl yes tryna see baby drake_ weeknd _,['#Coachella2015'],[]
rt  omg wanna go bad coachella,['#Coachella2015'],[]
really wanna go takers trip home state plus get see husband  coachella_,['#coachella2015'],[]
 coachella lineup released bad cant go ______,['#Coachella2015'],[]
defiantly need find sugar daddy april cause wanna go coachella _,['#Coachella2015'],[]
 drake run jewels perform coachella coachella _,['#Coachella2015'],[]
want go coachella year justtonameafew coachella,"['#JustToNameAFew', '#Coachella2015']",[]
oh gosh jack white headlining coachella ______,['#Coachella2015'],[]
rt  st glance line looks ok actually good balance types acts gives time  enj_,[],[]
weeknd coachella coachella ___,['#Coachella2015'],[]
brand new allllll time favorite band coachella,['#Coachella2015'],[]
rt  mad chills right now coachella,['#Coachella2015'],[]
favs coachella,['#Coachella2015'],[]
rt  wow coachella lineup amazing year coachella coachella,"['#Coachella2015', '#coachella']",[]
ideal coachella lineup tbh ,['#Coachella2015'],[]
wanna see day two coachella,['#Coachella2015'],[]
really think need basically blow money go yr ___ coachella,['#Coachella2015'],[]
joandidion celine  acdc coachella two three aint bad,"['#JoanDidion', '#Celine', '#Coachella2015']",[]
must go coachella music love firsttimer,"['#coachella2015', '#music', '#love', '#firsttimer']",[]
glad place blocks coachella electroswing,"['#Coachella2015', '#electroswing']",[]
yep happen coachella bitches,['#coachella2015'],[]
coachella  lineup intense make sad poor ___________ coachella,['#Coachella2015'],[]
really want go coachella coachella,['#Coachella2015'],[]
awesome drake coachella would awesome concert would also perform,"['#Drake', '#Coachella2015']",[]
coachella lineup released jack white acdc etc festival,"['#Coachella2015', '#festival']",[]
ey sing free coachella tickets coachella coachella,"['#Coachella2015', '#Coachella']",[]
hoping back black cow friday  coachella  lineup  verge  coachella,['#coachella2015'],[]
coachella coachella first weekend bruh bruh,"['#Coachella2015', '#coachella']",[]
 _ real quick coachella,['#coachella2015'],[]
take coachella wid,['#Coachella2015'],[]
something look forward too coachella,['#Coachella2015'],[]
cant wait ___coachella,['#coachella2015'],[]
coachella lineup lookin dope nd weekend,['#coachella2015'],[]
strong lineup coachella,['#Coachella2015'],[]
cares coachella lineup wanna know warpedtour  full lineup,"['#Coachella2015', '#warpedtour']",[]
coachella congrats guys thats huge cant wait see guys weekendone knkallday coachella,"['#weekendone', '#KNKAllDay', '#Coachella2015']",[]
_ line coachella,['#Coachella2015'],[]
coachella surprises fans steely dan acdc  lineup coachella steelydan acdc coachella,"['#coachella', '#steelydan', '#acdc', '#coachella2015']",[]
id really love go coachella,['#Coachella2015'],[]
line announced see  coachella coachella coachellalineup,"['#Coachella2015', '#Coachella', '#coachellalineup']",[]
coachella lineup beautiful thing ever seen,['#Coachella2015'],[]
seeing coachella april coachella vacation musicjunkie,"['#coachella2015', '#vacation', '#musicjunkie']",[]
proud friends landing coachella humble talentedthe grind pays off_,['#Coachella2015'],[]
rt  line coachella beautiful,['#Coachella2015'],[]
line coachella beautiful,['#Coachella2015'],[]
rt  erol alkan really stoked tbh coachella,['#Coachella2015'],[]
drake wknd action bronson raekwon ghost absoul florence machine  many more pumped coachella there,['#Coachella2015'],[]
amazing line coachella  topin bring,"['#Coachella2015', '#top5in5']",[]
lineup pretty sweet especially since two favourite producers playing coachella,['#Coachella2015'],[]
rt  ready coachella help ___flower headbands amp hair tutorials coachella,"['#Coachella', '#Coachella2015']",[]
coachella  see there reunion,"['#Coachella2015', '#reunion']",[]
going coachella weekend  check excited see coachella,['#COACHELLA2015'],[]
ready coachella help ___flower headbands amp hair tutorials coachella,"['#Coachella', '#Coachella2015']",[]
wanna go bad _ coachella,['#Coachella2015'],[]
rt  whose excited coachella  _coachella,['#Coachella2015'],[]
coachella discounttickets ondeck plur drake kaskade ness   rt,"['#Coachella2015', '#DiscountTickets', '#OnDeck', '#PLUR', '#Drake', '#Kaskade', '#RT']",[]
coachella lineup absolutely insane,['#Coachella2015'],[]
see __ coachella,['#Coachella2015'],[]
god prayersanswered coachella,"['#6GOD', '#PrayersAnswered', '#Coachella2015']",[]
omg coachella azealia fka marina lights ____,['#Coachella2015'],[]
