coachella_sentiment,coachella_yn,name,retweet_count,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone,hashtags,emails,text_no_usernames,text_no_links,text_ascii,text_lower,text_no_stopwords,text_no_digits,text_no_specials
positive,yes,giinabobiina,0,I think I might just have to make it out to beautiful California this year for #Coachella2015 @coachella,,1/6/15 13:50,5.52583e+17,New York City,Pacific Time (US & Canada),['#Coachella2015'],[],IthinkImightjusthavetomakeitouttobeautifulCaliforniathisyearfor#Coachella2015,IthinkImightjusthavetomakeitouttobeautifulCaliforniathisyearfor#Coachella2015,IthinkImightjusthavetomakeitouttobeautifulCaliforniathisyearfor#Coachella2015,ithinkimightjusthavetomakeitouttobeautifulcaliforniathisyearfor#coachella2015,ithinkimightjusthavetomakeitouttobeautifulcaliforniathisyearfor#coachella2015,ithinkimightjusthavetomakeitouttobeautifulcaliforniathisyearfor#coachella,ithinkimightjusthavetomakeitouttobeautifulcaliforniathisyearforcoachella
positive,yes,HeyitsShae9,0,I need to go to freaking #Coachella2015  this year!!!!!!!!!! The line is flipping awesome!!!!!!!!!,,1/6/15 13:50,5.52583e+17,,Arizona,['#Coachella2015'],[],Ineedtogotofreaking#Coachella2015thisyear!!!!!!!!!!Thelineisflippingawesome!!!!!!!!!,Ineedtogotofreaking#Coachella2015thisyear!!!!!!!!!!Thelineisflippingawesome!!!!!!!!!,Ineedtogotofreaking#Coachella2015thisyear!!!!!!!!!!Thelineisflippingawesome!!!!!!!!!,ineedtogotofreaking#coachella2015thisyear!!!!!!!!!!thelineisflippingawesome!!!!!!!!!,ineedtogotofreaking#coachella2015thisyear!!!!!!!!!!thelineisflippingawesome!!!!!!!!!,ineedtogotofreaking#coachellathisyear!!!!!!!!!!thelineisflippingawesome!!!!!!!!!,ineedtogotofreakingcoachellathisyearthelineisflippingawesome
positive,yes,adamaichmair,0,#Coachella2015 lineup is crazy....but day 3 headliner is questionable,,1/6/15 13:50,5.52583e+17,VanCity,Pacific Time (US & Canada),['#Coachella2015'],[],#Coachella2015lineupiscrazy....butday3headlinerisquestionable,#Coachella2015lineupiscrazy....butday3headlinerisquestionable,#Coachella2015lineupiscrazy....butday3headlinerisquestionable,#coachella2015lineupiscrazy....butday3headlinerisquestionable,#coachella2015lineupiscrazy....butday3headlinerisquestionable,#coachellalineupiscrazy....butdayheadlinerisquestionable,coachellalineupiscrazybutdayheadlinerisquestionable
positive,yes,vonSchlarb,0,This needs to happen. RT @WE_ARE_HXV: My #Coachella2015 lineup http://t.co/carmpVwFSQ,,1/6/15 13:50,5.52583e+17,Los Angeles Û¢ Internet,Pacific Time (US & Canada),['#Coachella2015'],[],Thisneedstohappen.RT:My#Coachella2015lineuphttp://t.co/carmpVwFSQ,Thisneedstohappen.RT:My#Coachella2015lineup,Thisneedstohappen.RT:My#Coachella2015lineup,thisneedstohappen.rt:my#coachella2015lineup,thisneedstohappen.rt:my#coachella2015lineup,thisneedstohappen.rt:my#coachellalineup,thisneedstohappenrtmycoachellalineup
positive,yes,EDMJuniorCosta,2,RT @supperclub_la: So the #Coachella Lineup is out! Who do you want to see!?_Ù÷__Ù÷_  #drakechella @Drake #Coachella2015 http://t.co/Xmluz41fb2,,1/6/15 13:50,5.52583e+17,Los Angeles,Pacific Time (US & Canada),"['#Coachella', '#drakechella', '#Coachella2015']",[],RT:Sothe#CoachellaLineupisout!Whodoyouwanttosee!?_Ù÷__Ù÷_#drakechella#Coachella2015http://t.co/Xmluz41fb2,RT:Sothe#CoachellaLineupisout!Whodoyouwanttosee!?_Ù÷__Ù÷_#drakechella#Coachella2015,RT:Sothe#CoachellaLineupisout!Whodoyouwanttosee!?____#drakechella#Coachella2015,rt:sothe#coachellalineupisout!whodoyouwanttosee!?____#drakechella#coachella2015,rt:sothe#coachellalineupisout!whodoyouwanttosee!?____#drakechella#coachella2015,rt:sothe#coachellalineupisout!whodoyouwanttosee!?____#drakechella#coachella,rtsothecoachellalineupisoutwhodoyouwanttoseedrakechellacoachella
positive,yes,Jorschach,0,#Coachella2015 first day has my soul like http://t.co/RGCbRp4qeN,,1/6/15 13:50,5.52583e+17,New York,Eastern Time (US & Canada),['#Coachella2015'],[],#Coachella2015firstdayhasmysoullikehttp://t.co/RGCbRp4qeN,#Coachella2015firstdayhasmysoullike,#Coachella2015firstdayhasmysoullike,#coachella2015firstdayhasmysoullike,#coachella2015firstdayhasmysoullike,#coachellafirstdayhasmysoullike,coachellafirstdayhasmysoullike
positive,yes,cowan_matthew,0,3 months away and im already excited for @coachella #Coachella2015 #Weekend2 http://t.co/9PSucUWlPD,,1/6/15 13:50,5.52583e+17,"Tempe, AZ",Pacific Time (US & Canada),"['#Coachella2015', '#Weekend2']",[],3monthsawayandimalreadyexcitedfor#Coachella2015#Weekend2http://t.co/9PSucUWlPD,3monthsawayandimalreadyexcitedfor#Coachella2015#Weekend2,3monthsawayandimalreadyexcitedfor#Coachella2015#Weekend2,3monthsawayandimalreadyexcitedfor#coachella2015#weekend2,3monthsawayandimalreadyexcitedfor#coachella2015#weekend2,monthsawayandimalreadyexcitedfor#coachella#weekend,monthsawayandimalreadyexcitedforcoachellaweekend
positive,yes,mphsnt96,2,RT @TRENDYBENNY: Our money combined we good on Hotel and drugs and food and gas and a good ass time _Ù÷__Ù_Û_ÙÎÎ #Coachella2015,,1/6/15 13:49,5.52583e+17,"EAST SIDE,MISSION COLLEGE '17 ",,['#Coachella2015'],[],RT:OurmoneycombinedwegoodonHotelanddrugsandfoodandgasandagoodasstime_Ù÷__Ù_Û_ÙÎÎ#Coachella2015,RT:OurmoneycombinedwegoodonHotelanddrugsandfoodandgasandagoodasstime_Ù÷__Ù_Û_ÙÎÎ#Coachella2015,RT:OurmoneycombinedwegoodonHotelanddrugsandfoodandgasandagoodasstime_____#Coachella2015,rt:ourmoneycombinedwegoodonhotelanddrugsandfoodandgasandagoodasstime_____#coachella2015,rt:ourmoneycombinedwegoodonhotelanddrugsandfoodandgasandagoodasstime_____#coachella2015,rt:ourmoneycombinedwegoodonhotelanddrugsandfoodandgasandagoodasstime_____#coachella,rtourmoneycombinedwegoodonhotelanddrugsandfoodandgasandagoodasstimecoachella
positive,yes,catbonati,0,"@kimbramusic and @flo_tweet at the same rad festival, the best thing ever &lt;3 #Coachella2015",,1/6/15 13:49,5.52583e+17,,Santiago,['#Coachella2015'],[],"andatthesameradfestival,thebestthingever&lt;3#Coachella2015","andatthesameradfestival,thebestthingever&lt;3#Coachella2015","andatthesameradfestival,thebestthingever&lt;3#Coachella2015","andatthesameradfestival,thebestthingever&lt;3#coachella2015","andatthesameradfestival,thebestthingever&lt;3#coachella2015","andatthesameradfestival,thebestthingever&lt;#coachella",andatthesameradfestivalthebestthingeverltcoachella
positive,yes,JawesTheGreat,0,"You know you guys can stay home and do drugs and listen to drake and the weeknd, y'all do it all the time anyways #Coachella2015",,1/6/15 13:49,5.52583e+17,÷ü9,,['#Coachella2015'],[],"Youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#Coachella2015","Youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#Coachella2015","Youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#Coachella2015","youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#coachella2015","youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#coachella2015","youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweeknd,y'alldoitallthetimeanyways#coachella",youknowyouguyscanstayhomeanddodrugsandlistentodrakeandtheweekndyalldoitallthetimeanywayscoachella
positive,yes,Al_Meagher,0,Does anyone wanna give me $400 and also a plane? #Coachella2015,,1/6/15 13:49,5.52583e+17,Baltimore / Richmond,Eastern Time (US & Canada),['#Coachella2015'],[],Doesanyonewannagiveme$400andalsoaplane?#Coachella2015,Doesanyonewannagiveme$400andalsoaplane?#Coachella2015,Doesanyonewannagiveme$400andalsoaplane?#Coachella2015,doesanyonewannagiveme$400andalsoaplane?#coachella2015,doesanyonewannagiveme$400andalsoaplane?#coachella2015,doesanyonewannagiveme$andalsoaplane?#coachella,doesanyonewannagivemeandalsoaplanecoachella
positive,yes,aquarista25,0,Beyond excited @theweeknd is gonna be at #Coachella2015 _ÙªÎ_ÙªÎ_ÙªÎ_Ù÷_Ù÷_Ù÷ªÕü,,1/6/15 13:48,5.52583e+17,|Australia| ,,['#Coachella2015'],[],Beyondexcitedisgonnabeat#Coachella2015_ÙªÎ_ÙªÎ_ÙªÎ_Ù÷_Ù÷_Ù÷ªÕü,Beyondexcitedisgonnabeat#Coachella2015_ÙªÎ_ÙªÎ_ÙªÎ_Ù÷_Ù÷_Ù÷ªÕü,Beyondexcitedisgonnabeat#Coachella2015______,beyondexcitedisgonnabeat#coachella2015______,beyondexcitedisgonnabeat#coachella2015______,beyondexcitedisgonnabeat#coachella______,beyondexcitedisgonnabeatcoachella
positive,yes,peggy_alice,0,"First of all,look at that #Coachella2015 line up! Second of all @Chet_Faker is playing! Great to see Oz artists there http://t.co/1uiforykeA",,1/6/15 13:48,5.52583e+17,"Canberra, Australia",Canberra,['#Coachella2015'],[],"Firstofall,lookatthat#Coachella2015lineup!Secondofallisplaying!GreattoseeOzartiststherehttp://t.co/1uiforykeA","Firstofall,lookatthat#Coachella2015lineup!Secondofallisplaying!GreattoseeOzartiststhere","Firstofall,lookatthat#Coachella2015lineup!Secondofallisplaying!GreattoseeOzartiststhere","firstofall,lookatthat#coachella2015lineup!secondofallisplaying!greattoseeozartiststhere","firstofall,lookatthat#coachella2015lineup!secondofallisplaying!greattoseeozartiststhere","firstofall,lookatthat#coachellalineup!secondofallisplaying!greattoseeozartiststhere",firstofalllookatthatcoachellalineupsecondofallisplayinggreattoseeozartiststhere
positive,yes,ktttmac,0,ÛÏ@Raury: Who's responsible... #Coachella2015 http://t.co/itztex2O4MÛ coachella 2015!!!!!,"[33.94481478, -83.44469402]",1/6/15 13:48,5.52583e+17,,Quito,['#Coachella2015'],[],ÛÏ@Raury:Who'sresponsible...#Coachella2015http://t.co/itztex2O4MÛcoachella2015!!!!!,ÛÏ@Raury:Who'sresponsible...#Coachella2015,@Raury:Who'sresponsible...#Coachella2015,@raury:who'sresponsible...#coachella2015,@raury:who'sresponsible...#coachella2015,@raury:who'sresponsible...#coachella,raurywhosresponsiblecoachella
positive,yes,mcarove,0,"Flying Lotus, Ghostface Killah, Kele, SBTRKT, Toro Y Moi, Gaslamp Killer Experience (!?!?!) #Coachella2015 http://t.co/gXOHlaaeYU",,1/6/15 13:48,5.52582e+17,Moscow,Moscow,['#Coachella2015'],[],"FlyingLotus,GhostfaceKillah,Kele,SBTRKT,ToroYMoi,GaslampKillerExperience(!?!?!)#Coachella2015http://t.co/gXOHlaaeYU","FlyingLotus,GhostfaceKillah,Kele,SBTRKT,ToroYMoi,GaslampKillerExperience(!?!?!)#Coachella2015","FlyingLotus,GhostfaceKillah,Kele,SBTRKT,ToroYMoi,GaslampKillerExperience(!?!?!)#Coachella2015","flyinglotus,ghostfacekillah,kele,sbtrkt,toroymoi,gaslampkillerexperience(!?!?!)#coachella2015","flyinglotus,ghostfacekillah,kele,sbtrkt,toroymoi,gaslampkillerexperience(!?!?!)#coachella2015","flyinglotus,ghostfacekillah,kele,sbtrkt,toroymoi,gaslampkillerexperience(!?!?!)#coachella",flyinglotusghostfacekillahkelesbtrkttoroymoigaslampkillerexperiencecoachella
positive,yes,JessOa,0,#Coachella2015 line up being revealed just makes me want to book my ticket now! I need to hurry up and go to LA,,1/6/15 13:48,5.52582e+17,Surrey,London,['#Coachella2015'],[],#Coachella2015lineupbeingrevealedjustmakesmewanttobookmyticketnow!IneedtohurryupandgotoLA,#Coachella2015lineupbeingrevealedjustmakesmewanttobookmyticketnow!IneedtohurryupandgotoLA,#Coachella2015lineupbeingrevealedjustmakesmewanttobookmyticketnow!IneedtohurryupandgotoLA,#coachella2015lineupbeingrevealedjustmakesmewanttobookmyticketnow!ineedtohurryupandgotola,#coachella2015lineupbeingrevealedjustmakesmewanttobookmyticketnow!ineedtohurryupandgotola,#coachellalineupbeingrevealedjustmakesmewanttobookmyticketnow!ineedtohurryupandgotola,coachellalineupbeingrevealedjustmakesmewanttobookmyticketnowineedtohurryupandgotola
positive,yes,amanda_gonzo,0,ÛÏ@pockadoodledoo: Getting hives over the #Coachella2015 lineup .. Were going were going!!! #fart @amanda_gonzo #LA _Ù_»ÏöüÛ _Ù÷â_Ù÷â_Ù÷â_Ù÷â,,1/6/15 13:48,5.52582e+17,,Central Time (US & Canada),"['#Coachella2015', '#fart', '#LA']",[],ÛÏ@pockadoodledoo:Gettinghivesoverthe#Coachella2015lineup..Weregoingweregoing!!!#fart#LA_Ù_»ÏöüÛ_Ù÷â_Ù÷â_Ù÷â_Ù÷â,ÛÏ@pockadoodledoo:Gettinghivesoverthe#Coachella2015lineup..Weregoingweregoing!!!#fart#LA_Ù_»ÏöüÛ_Ù÷â_Ù÷â_Ù÷â_Ù÷â,@pockadoodledoo:Gettinghivesoverthe#Coachella2015lineup..Weregoingweregoing!!!#fart#LA______,@pockadoodledoo:gettinghivesoverthe#coachella2015lineup..weregoingweregoing!!!#fart#la______,@pockadoodledoo:gettinghivesoverthe#coachella2015lineup..weregoingweregoing!!!#fart#la______,@pockadoodledoo:gettinghivesoverthe#coachellalineup..weregoingweregoing!!!#fart#la______,pockadoodledoogettinghivesoverthecoachellalineupweregoingweregoingfartla
positive,yes,CeeMartha,1,RT @KarinaPablo7: AC/DC at Coachella just took this festival to another level! No fucking way!!!!!! @coachella #Coachella2015,,1/6/15 13:47,5.52582e+17,,,['#Coachella2015'],[],RT:AC/DCatCoachellajusttookthisfestivaltoanotherlevel!Nofuckingway!!!!!!#Coachella2015,RT:AC/DCatCoachellajusttookthisfestivaltoanotherlevel!Nofuckingway!!!!!!#Coachella2015,RT:AC/DCatCoachellajusttookthisfestivaltoanotherlevel!Nofuckingway!!!!!!#Coachella2015,rt:ac/dcatcoachellajusttookthisfestivaltoanotherlevel!nofuckingway!!!!!!#coachella2015,rt:ac/dcatcoachellajusttookthisfestivaltoanotherlevel!nofuckingway!!!!!!#coachella2015,rt:ac/dcatcoachellajusttookthisfestivaltoanotherlevel!nofuckingway!!!!!!#coachella,rtacdcatcoachellajusttookthisfestivaltoanotherlevelnofuckingwaycoachella
positive,yes,kmefx1,0,ÛÏ@Forever21: The lineup is here! #Coachella2015 http://t.co/5gXr29kp2GÛ for all you flower crown babies,,1/6/15 13:47,5.52582e+17,the dirty deen,,['#Coachella2015'],[],ÛÏ@Forever21:Thelineupishere!#Coachella2015http://t.co/5gXr29kp2GÛforallyouflowercrownbabies,ÛÏ@Forever21:Thelineupishere!#Coachella2015,@Forever21:Thelineupishere!#Coachella2015,@forever21:thelineupishere!#coachella2015,@forever21:thelineupishere!#coachella2015,@forever:thelineupishere!#coachella,foreverthelineupisherecoachella
positive,yes,beatrizlpy,1,RT @gelicapickles: coachella  I'm SO ready for this _ü #Coachella2015 here I come! My first #coachella experience and theÛ_ http://t.co/ADXqÛ_,,1/6/15 13:47,5.52582e+17,FBI Agent,Central Time (US & Canada),"['#Coachella2015', '#coachella']",[],RT:coachellaI'mSOreadyforthis_ü#Coachella2015hereIcome!Myfirst#coachellaexperienceandtheÛ_http://t.co/ADXqÛ_,RT:coachellaI'mSOreadyforthis_ü#Coachella2015hereIcome!Myfirst#coachellaexperienceandtheÛ_,RT:coachellaI'mSOreadyforthis_#Coachella2015hereIcome!Myfirst#coachellaexperienceandthe_,rt:coachellai'msoreadyforthis_#coachella2015hereicome!myfirst#coachellaexperienceandthe_,rt:coachellai'msoreadyforthis_#coachella2015hereicome!myfirst#coachellaexperienceandthe_,rt:coachellai'msoreadyforthis_#coachellahereicome!myfirst#coachellaexperienceandthe_,rtcoachellaimsoreadyforthiscoachellahereicomemyfirstcoachellaexperienceandthe
positive,yes,_AnnieOhh,0,"I wanna go badly_Ù÷©_ÙªÎ 
#Coachella2015 http://t.co/S0FBc3ax5e",,1/6/15 13:46,5.52582e+17,,,['#Coachella2015'],[],Iwannagobadly_Ù÷©_ÙªÎ#Coachella2015http://t.co/S0FBc3ax5e,Iwannagobadly_Ù÷©_ÙªÎ#Coachella2015,Iwannagobadly__#Coachella2015,iwannagobadly__#coachella2015,iwannagobadly__#coachella2015,iwannagobadly__#coachella,iwannagobadlycoachella
positive,yes,MylifeasJackiee,3,Uhmm can i go to #Coachella2015 _Ùª,,1/6/15 13:46,5.52582e+17,,Central Time (US & Canada),['#Coachella2015'],[],Uhmmcanigoto#Coachella2015_Ùª,Uhmmcanigoto#Coachella2015_Ùª,Uhmmcanigoto#Coachella2015_,uhmmcanigoto#coachella2015_,uhmmcanigoto#coachella2015_,uhmmcanigoto#coachella_,uhmmcanigotocoachella
positive,yes,isitlow10049,0,Love you fam @flyinglotus #Coachella2015,,1/6/15 13:46,5.52582e+17,LA,Pacific Time (US & Canada),['#Coachella2015'],[],Loveyoufam#Coachella2015,Loveyoufam#Coachella2015,Loveyoufam#Coachella2015,loveyoufam#coachella2015,loveyoufam#coachella2015,loveyoufam#coachella,loveyoufamcoachella
positive,yes,StephenUssher,0,"@KellyAnneByrne2 Hey when's the competition for the free Coachella tickets? Also, which day are you spinning? ;)#Coachella2015 #KAB2headline",,1/6/15 13:45,5.52582e+17,"Dublin, Ireland",Casablanca,"['#Coachella2015', '#KAB2headline']",[],"Heywhen'sthecompetitionforthefreeCoachellatickets?Also,whichdayareyouspinning?;)#Coachella2015#KAB2headline","Heywhen'sthecompetitionforthefreeCoachellatickets?Also,whichdayareyouspinning?;)#Coachella2015#KAB2headline","Heywhen'sthecompetitionforthefreeCoachellatickets?Also,whichdayareyouspinning?;)#Coachella2015#KAB2headline","heywhen'sthecompetitionforthefreecoachellatickets?also,whichdayareyouspinning?;)#coachella2015#kab2headline","heywhen'sthecompetitionforthefreecoachellatickets?also,whichdayareyouspinning?;)#coachella2015#kab2headline","heywhen'sthecompetitionforthefreecoachellatickets?also,whichdayareyouspinning?;)#coachella#kabheadline",heywhensthecompetitionforthefreecoachellaticketsalsowhichdayareyouspinningcoachellakabheadline
positive,yes,Latifaya,0,And the line up is out ITS SO GOOD _Ù÷_ #Coachella2015,,1/6/15 13:45,5.52582e+17,"H-Town, Texas, US.",Central Time (US & Canada),['#Coachella2015'],[],AndthelineupisoutITSSOGOOD_Ù÷_#Coachella2015,AndthelineupisoutITSSOGOOD_Ù÷_#Coachella2015,AndthelineupisoutITSSOGOOD__#Coachella2015,andthelineupisoutitssogood__#coachella2015,andthelineupisoutitssogood__#coachella2015,andthelineupisoutitssogood__#coachella,andthelineupisoutitssogoodcoachella
positive,yes,shannonbugelli,2,Coachella is definitely on my bucket list. #Coachella2015,,1/6/15 13:45,5.52582e+17,"melbourne, australia",Hawaii,['#Coachella2015'],[],Coachellaisdefinitelyonmybucketlist.#Coachella2015,Coachellaisdefinitelyonmybucketlist.#Coachella2015,Coachellaisdefinitelyonmybucketlist.#Coachella2015,coachellaisdefinitelyonmybucketlist.#coachella2015,coachellaisdefinitelyonmybucketlist.#coachella2015,coachellaisdefinitelyonmybucketlist.#coachella,coachellaisdefinitelyonmybucketlistcoachella
positive,yes,chandlerdiggs,2,Maybe this will be the year I finally go. @keysnkrates? I'm sold. #Coachella2015 http://t.co/sSNTnnPVzn,,1/6/15 13:44,5.52582e+17,,,['#Coachella2015'],[],MaybethiswillbetheyearIfinallygo.?I'msold.#Coachella2015http://t.co/sSNTnnPVzn,MaybethiswillbetheyearIfinallygo.?I'msold.#Coachella2015,MaybethiswillbetheyearIfinallygo.?I'msold.#Coachella2015,maybethiswillbetheyearifinallygo.?i'msold.#coachella2015,maybethiswillbetheyearifinallygo.?i'msold.#coachella2015,maybethiswillbetheyearifinallygo.?i'msold.#coachella,maybethiswillbetheyearifinallygoimsoldcoachella
positive,yes,imvne_w,1,I am dreaming of going to #Coachella2015 _Ù÷À,,1/6/15 13:44,5.52582e+17,Montreal,,['#Coachella2015'],[],Iamdreamingofgoingto#Coachella2015_Ù÷À,Iamdreamingofgoingto#Coachella2015_Ù÷À,Iamdreamingofgoingto#Coachella2015_,iamdreamingofgoingto#coachella2015_,iamdreamingofgoingto#coachella2015_,iamdreamingofgoingto#coachella_,iamdreamingofgoingtocoachella
positive,yes,WaldoWhereUAt,0,"""@PacSun: What we've all been waiting for. _ÙªÎ #Coachella2015 @coachella http://t.co/ztj0qv7w9p"" dayummm",,1/6/15 13:44,5.52582e+17,,,['#Coachella2015'],[],"""@PacSun:Whatwe'veallbeenwaitingfor._ÙªÎ#Coachella2015http://t.co/ztj0qv7w9p""dayummm","""@PacSun:Whatwe'veallbeenwaitingfor._ÙªÎ#Coachella2015","""@PacSun:Whatwe'veallbeenwaitingfor._#Coachella2015","""@pacsun:whatwe'veallbeenwaitingfor._#coachella2015","""@pacsun:whatwe'veallbeenwaitingfor._#coachella2015","""@pacsun:whatwe'veallbeenwaitingfor._#coachella",pacsunwhatweveallbeenwaitingforcoachella
positive,yes,alexcuntz13,0,"AC/DC at Coachella is all I need to know. Who's taking the trip to Cali with me? 
#Coachella2015",,1/6/15 13:44,5.52581e+17,"New Orleans, LA",Central Time (US & Canada),['#Coachella2015'],[],AC/DCatCoachellaisallIneedtoknow.Who'stakingthetriptoCaliwithme?#Coachella2015,AC/DCatCoachellaisallIneedtoknow.Who'stakingthetriptoCaliwithme?#Coachella2015,AC/DCatCoachellaisallIneedtoknow.Who'stakingthetriptoCaliwithme?#Coachella2015,ac/dcatcoachellaisallineedtoknow.who'stakingthetriptocaliwithme?#coachella2015,ac/dcatcoachellaisallineedtoknow.who'stakingthetriptocaliwithme?#coachella2015,ac/dcatcoachellaisallineedtoknow.who'stakingthetriptocaliwithme?#coachella,acdcatcoachellaisallineedtoknowwhostakingthetriptocaliwithmecoachella
positive,yes,izzyopra,0,I want to go to Coachella sooooo bad #Coachella2015 #yesyesyes,,1/6/15 13:44,5.52581e+17,,,"['#Coachella2015', '#yesyesyes']",[],IwanttogotoCoachellasooooobad#Coachella2015#yesyesyes,IwanttogotoCoachellasooooobad#Coachella2015#yesyesyes,IwanttogotoCoachellasooooobad#Coachella2015#yesyesyes,iwanttogotocoachellasooooobad#coachella2015#yesyesyes,iwanttogotocoachellasooooobad#coachella2015#yesyesyes,iwanttogotocoachellasooooobad#coachella#yesyesyes,iwanttogotocoachellasooooobadcoachellayesyesyes
positive,yes,EilidhRitchieX,0,So Tempted #Coachella2015 http://t.co/MooD37XCBG,,1/6/15 13:43,5.52581e+17,Aberdeen,,['#Coachella2015'],[],SoTempted#Coachella2015http://t.co/MooD37XCBG,SoTempted#Coachella2015,SoTempted#Coachella2015,sotempted#coachella2015,sotempted#coachella2015,sotempted#coachella,sotemptedcoachella
positive,yes,TwittEarl_,0,"""I'm on a highway to Coachella.""

I'll stop now.

#Coachella2015 #Coachella",,1/6/15 13:43,5.52581e+17,the wEarld,Tijuana,"['#Coachella2015', '#Coachella']",[],"""I'monahighwaytoCoachella.""I'llstopnow.#Coachella2015#Coachella","""I'monahighwaytoCoachella.""I'llstopnow.#Coachella2015#Coachella","""I'monahighwaytoCoachella.""I'llstopnow.#Coachella2015#Coachella","""i'monahighwaytocoachella.""i'llstopnow.#coachella2015#coachella","""i'monahighwaytocoachella.""i'llstopnow.#coachella2015#coachella","""i'monahighwaytocoachella.""i'llstopnow.#coachella#coachella",imonahighwaytocoachellaillstopnowcoachellacoachella
positive,yes,jessjorde,1,@cvanderdussen12 I mean we could always do cooler things than this _Ù÷Ï_Ù_ä #Coachella2015 http://t.co/LC8GlmJDIr,,1/6/15 13:43,5.52581e+17,land of enchantment ,,['#Coachella2015'],[],Imeanwecouldalwaysdocoolerthingsthanthis_Ù÷Ï_Ù_ä#Coachella2015http://t.co/LC8GlmJDIr,Imeanwecouldalwaysdocoolerthingsthanthis_Ù÷Ï_Ù_ä#Coachella2015,Imeanwecouldalwaysdocoolerthingsthanthis___#Coachella2015,imeanwecouldalwaysdocoolerthingsthanthis___#coachella2015,imeanwecouldalwaysdocoolerthingsthanthis___#coachella2015,imeanwecouldalwaysdocoolerthingsthanthis___#coachella,imeanwecouldalwaysdocoolerthingsthanthiscoachella
positive,yes,PhilibanaisZ,0,Fuck I want to go to Coachella so bad !!! #Coachella2015,,1/6/15 13:42,5.52581e+17,Paris - France,Amsterdam,['#Coachella2015'],[],FuckIwanttogotoCoachellasobad!!!#Coachella2015,FuckIwanttogotoCoachellasobad!!!#Coachella2015,FuckIwanttogotoCoachellasobad!!!#Coachella2015,fuckiwanttogotocoachellasobad!!!#coachella2015,fuckiwanttogotocoachellasobad!!!#coachella2015,fuckiwanttogotocoachellasobad!!!#coachella,fuckiwanttogotocoachellasobadcoachella
positive,yes,thomascoddldn,1,RT @Paddaway: #Coachella2015 line up is mad #bruh,,1/6/15 13:42,5.52581e+17,TCLDN,,"['#Coachella2015', '#bruh']",[],RT:#Coachella2015lineupismad#bruh,RT:#Coachella2015lineupismad#bruh,RT:#Coachella2015lineupismad#bruh,rt:#coachella2015lineupismad#bruh,rt:#coachella2015lineupismad#bruh,rt:#coachellalineupismad#bruh,rtcoachellalineupismadbruh
positive,yes,OoohJennaay,0,Still excited though #Coachella2015,,1/6/15 13:41,5.52581e+17,Palm Springs,Pacific Time (US & Canada),['#Coachella2015'],[],Stillexcitedthough#Coachella2015,Stillexcitedthough#Coachella2015,Stillexcitedthough#Coachella2015,stillexcitedthough#coachella2015,stillexcitedthough#coachella2015,stillexcitedthough#coachella,stillexcitedthoughcoachella
positive,yes,OuAnthony,0,#Coachella2015 lineup is out! First reaction: The EDM takeover is real...what will this festival become in a few yrs? http://t.co/091Lr10JN1,,1/6/15 13:41,5.52581e+17,"Toronto, Canada",Eastern Time (US & Canada),['#Coachella2015'],[],#Coachella2015lineupisout!Firstreaction:TheEDMtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?http://t.co/091Lr10JN1,#Coachella2015lineupisout!Firstreaction:TheEDMtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?,#Coachella2015lineupisout!Firstreaction:TheEDMtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?,#coachella2015lineupisout!firstreaction:theedmtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?,#coachella2015lineupisout!firstreaction:theedmtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?,#coachellalineupisout!firstreaction:theedmtakeoverisreal...whatwillthisfestivalbecomeinafewyrs?,coachellalineupisoutfirstreactiontheedmtakeoverisrealwhatwillthisfestivalbecomeinafewyrs
positive,yes,nosaintjoe,0,@ChicanoBatman made the bill! #Coachella2015,,1/6/15 13:41,5.52581e+17,made it to Brooklyn ,Eastern Time (US & Canada),['#Coachella2015'],[],madethebill!#Coachella2015,madethebill!#Coachella2015,madethebill!#Coachella2015,madethebill!#coachella2015,madethebill!#coachella2015,madethebill!#coachella,madethebillcoachella
positive,yes,akashapaulina,0,Couldn't be more excited! #Coachella2015 http://t.co/5bM6CFWIQI,,1/6/15 13:41,5.52581e+17,Canada,Eastern Time (US & Canada),['#Coachella2015'],[],Couldn'tbemoreexcited!#Coachella2015http://t.co/5bM6CFWIQI,Couldn'tbemoreexcited!#Coachella2015,Couldn'tbemoreexcited!#Coachella2015,couldn'tbemoreexcited!#coachella2015,couldn'tbemoreexcited!#coachella2015,couldn'tbemoreexcited!#coachella,couldntbemoreexcitedcoachella
